sym,RefEntityName,Tier,Tenor,REDcode,ConvSpreadBid,ConvSpreadAsk,Coupon,Quality,Source,Owner,DocClause,Currency,Conv Spread Parsed,Upfront Parsed,Parsed Ticker
BPESP,Bco Pop Espanol,SNRFOR,2,EFAEA5,92,107,500,10,GS,AQRCM,MM,EUR,1,0,POPSM
BPESP,Bco Pop Espanol,SUBLT2,1,EFAEA5,93,113,500,10,GS,AQRCM,MM,EUR,1,0,POPSM
BPESP,Bco Pop Espanol,SNRFOR,1,EFAEA5,77,92,500,10,GS,AQRCM,MM,EUR,1,0,POPSM
BKTSM,Bankinter S A,SUBLT2,10,06CAA6,152,182,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,10,06CAA6,114,134,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,9,06CAA6,147,177,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,9,06CAA6,111,131,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,8,06CAA6,143,173,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,8,06CAA6,109,129,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,7,06CAA6,136,166,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,7,06CAA6,105,125,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,6,06CAA6,127,157,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,6,06CAA6,99,119,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,5,06CAA6,125,145,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,5,06CAA6,95,105,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,4,06CAA6,109,129,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,4,06CAA6,86,101,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,3,06CAA6,91,111,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,3,06CAA6,72,87,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,2,06CAA6,70,90,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,2,06CAA6,58,73,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SUBLT2,1,06CAA6,55,75,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BKTSM,Bankinter S A,SNRFOR,1,06CAA6,49,64,500,10,GS,AQRCM,MM,EUR,1,0,BKTSM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,10,EF2985,144,164,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,10,EF2985,110,120,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,9,EF2985,136,166,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,9,EF2985,102,122,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,8,EF2985,129,159,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,8,EF2985,97,117,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,7,EF2985,140,160,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,7,EF2985,97,107,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,6,EF2985,115,145,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,6,EF2985,85,105,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,5,EF2985,116,126,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,5,EF2985,84,89,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,4,EF2985,101,116,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,4,EF2985,69,79,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,3,EF2985,83,103,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,3,EF2985,56,66,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,2,EF2985,73,88,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,2,EF2985,46,56,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SUBLT2,1,EF2985,58,78,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BBVSM,Bco Bilbao Vizcaya Argentaria S A,SNRFOR,1,EF2985,35,45,500,10,GS,AQRCM,MM,EUR,1,0,BBVASM
BANSAB,Bco de Sabadell S A,SUBLT2,10,EF6D9A,193,223,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,10,EF6D9A,156,176,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,9,EF6D9A,189,219,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,9,EF6D9A,150,170,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,8,EF6D9A,186,216,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,8,EF6D9A,144,164,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,7,EF6D9A,181,211,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,7,EF6D9A,138,158,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,6,EF6D9A,170,200,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,6,EF6D9A,129,149,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,5,EF6D9A,165,185,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,5,EF6D9A,126,136,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,4,EF6D9A,145,165,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,4,EF6D9A,109,124,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,3,EF6D9A,120,140,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,3,EF6D9A,93,108,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,2,EF6D9A,94,114,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,2,EF6D9A,73,88,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SUBLT2,1,EF6D9A,64,84,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANSAB,Bco de Sabadell S A,SNRFOR,1,EF6D9A,55,70,500,10,GS,AQRCM,MM,EUR,1,0,BANSAB
BANKSA,BANKIA SA,SUBLT2,10,EG455S,164,194,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,10,EG455S,136,156,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,9,EG455S,162,192,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,9,EG455S,133,153,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,8,EG455S,159,189,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,8,EG455S,127,147,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,7,EG455S,148,178,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,7,EG455S,124,144,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,6,EG455S,143,173,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,6,EG455S,116,136,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,5,EG455S,141,161,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,5,EG455S,114,124,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,4,EG455S,123,143,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,4,EG455S,96,111,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,3,EG455S,102,122,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,3,EG455S,79,94,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,2,EG455S,85,105,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,2,EG455S,63,78,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SUBLT2,1,EG455S,68,88,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
BANKSA,BANKIA SA,SNRFOR,1,EG455S,46,61,500,10,GS,AQRCM,MM,EUR,1,0,BKIASM
GAZPRU,JSC GAZPROM,SNRFOR,5,39EAAF,462,482,100,10,GS,AQRCM,CR14,USD,1,0,GAZPRU
NOVOBAN,NOVO BCO SA,SUBLT2,10,X2CB9K,318,348,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,10,X2CB9K,274,304,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,9,X2CB9K,315,345,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,9,X2CB9K,272,302,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,8,X2CB9K,312,342,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,8,X2CB9K,270,300,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,7,X2CB9K,312,342,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,7,X2CB9K,268,298,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,6,X2CB9K,307,337,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,6,X2CB9K,265,295,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,5,X2CB9K,306,336,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,5,X2CB9K,261,291,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,4,X2CB9K,305,335,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,4,X2CB9K,260,290,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,3,X2CB9K,306,336,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,3,X2CB9K,259,289,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,2,X2CB9K,307,337,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,2,X2CB9K,259,289,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SUBLT2,1,X2CB9K,307,337,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,1,X2CB9K,257,287,500,10,GS,AQRCM,MM,EUR,1,0,NOVBNC
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,10,XX8GF7,201,231,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,9,XX8GF7,198,228,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,8,XX8GF7,192,222,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,7,XX8GF7,192,222,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,6,XX8GF7,181,211,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,5,XX8GF7,183,198,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,4,XX8GF7,162,192,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,3,XX8GF7,147,177,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,2,XX8GF7,130,160,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,1,XX8GF7,112,142,500,10,GS,AQRCM,MM,EUR,1,0,CXGD
BNCBPI,Bco BPI SA,SNRFOR,10,XX347E,212,242,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,9,XX347E,205,235,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,8,XX347E,202,232,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,7,XX347E,198,228,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,6,XX347E,189,219,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,5,XX347E,190,210,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,4,XX347E,174,204,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,3,XX347E,159,189,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,2,XX347E,146,176,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,1,XX347E,132,162,500,10,GS,AQRCM,MM,EUR,1,0,BPIPL
BCPN,Bco Comercial Portugues SA,SUBLT2,10,05EDBG,317,347,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,10,05EDBG,243,273,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,9,05EDBG,314,344,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,9,05EDBG,240,270,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,8,05EDBG,310,340,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,8,05EDBG,236,266,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,7,05EDBG,305,335,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,7,05EDBG,231,261,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,6,05EDBG,300,330,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,6,05EDBG,227,257,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,5,05EDBG,285,325,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,5,05EDBG,220,250,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,4,05EDBG,280,310,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,4,05EDBG,210,240,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,3,05EDBG,270,300,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,3,05EDBG,200,230,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,2,05EDBG,260,290,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,2,05EDBG,187,217,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,1,05EDBG,244,274,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,1,05EDBG,174,204,500,10,GS,AQRCM,MM,EUR,1,0,BCPPL
NOVOBAN,NOVO BCO SA,SNRFOR,10,X2CB9K,289,319,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,9,X2CB9K,287,317,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,8,X2CB9K,286,316,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,7,X2CB9K,284,314,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,6,X2CB9K,278,308,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,5,X2CB9K,276,306,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,4,X2CB9K,276,306,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,3,X2CB9K,276,306,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,2,X2CB9K,275,305,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
NOVOBAN,NOVO BCO SA,SNRFOR,1,X2CB9K,274,304,500,10,GS,AQRCM,MM14,EUR,1,0,NOVBNC
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,10,XX8GF7,201,231,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,9,XX8GF7,196,226,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,8,XX8GF7,191,221,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,7,XX8GF7,188,218,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,6,XX8GF7,181,211,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,5,XX8GF7,182,197,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,4,XX8GF7,163,193,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,3,XX8GF7,150,180,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,2,XX8GF7,131,161,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
CXGD,CAIXA GERAL DE DEPOSITOS SA,SNRFOR,1,XX8GF7,114,144,500,10,GS,AQRCM,MM14,EUR,1,0,CXGD
BNCBPI,Bco BPI SA,SNRFOR,10,XX347E,203,233,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,9,XX347E,200,230,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,8,XX347E,197,227,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,7,XX347E,194,224,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,6,XX347E,188,218,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,5,XX347E,190,210,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,4,XX347E,177,207,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,3,XX347E,169,199,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,2,XX347E,161,191,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BNCBPI,Bco BPI SA,SNRFOR,1,XX347E,151,181,500,10,GS,AQRCM,MM14,EUR,1,0,BPIPL
BCPN,Bco Comercial Portugues SA,SUBLT2,10,05EDBG,417,447,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,10,05EDBG,241,271,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,9,05EDBG,412,442,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,9,05EDBG,239,269,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,8,05EDBG,409,439,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,8,05EDBG,237,267,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,7,05EDBG,407,437,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,7,05EDBG,232,262,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,6,05EDBG,403,433,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,6,05EDBG,226,256,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,5,05EDBG,385,435,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,5,05EDBG,220,250,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,4,05EDBG,386,416,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,4,05EDBG,211,241,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,3,05EDBG,376,406,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,3,05EDBG,201,231,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,2,05EDBG,350,380,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,2,05EDBG,190,220,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SUBLT2,1,05EDBG,322,352,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
BCPN,Bco Comercial Portugues SA,SNRFOR,1,05EDBG,179,209,500,10,GS,AQRCM,MM14,EUR,1,0,BCPPL
USPA,UniCredit SpA,SUBLT2,10,T2F69Z,257,287,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SNRFOR,10,T2F69Z,133,149,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SUBLT2,9,T2F69Z,251,281,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SNRFOR,9,T2F69Z,128,144,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SUBLT2,8,T2F69Z,246,276,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SNRFOR,8,T2F69Z,128,144,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SUBLT2,7,T2F69Z,241,271,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SNRFOR,7,T2F69Z,121,137,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
USPA,UniCredit SpA,SUBLT2,6,T2F69Z,230,260,100,10,GS,AQRCM,MM14,EUR,1,0,UCGIM
